id,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U3409,9/30/2024,23.71,159.77,866.0,4841.0,Credit Card
U3410,12/23/2023,42.13,212.7,564.0,3080.0,PayPal
U3411,3/16/2024,14.91,477.65,401.0,4453.0,Credit Card
U3412,5/31/2024,28.76,138.2,155.0,2493.0,Credit Card
U3413,10/25/2024,20.65,328.26,207.0,1857.0,Credit Card
U3414,10/6/2024,46.33,497.52,38.0,4195.0,Bank Transfer
U3415,11/24/2024,42.75,230.94,416.0,4960.0,Bank Transfer
U3416,3/1/2024,44.53,27.77,833.0,352.0,Bank Transfer
U3417,10/10/2024,31.81,464.73,843.0,3715.0,Bank Transfer
U3418,4/15/2024,25.52,296.76,809.0,1190.0,PayPal
U3419,1/31/2024,41.03,121.59,581.0,460.0,Bank Transfer
U3420,5/5/2024,25.42,186.59,539.0,657.0,PayPal
U3421,6/18/2024,15.64,273.22,549.0,1715.0,PayPal
U3422,5/21/2024,19.71,397.61,247.0,4592.0,Bank Transfer
U3423,5/31/2024,48.17,329.13,274.0,2682.0,Credit Card
U3424,2/24/2024,29.17,330.55,948.0,436.0,PayPal
U3425,8/30/2024,48.99,70.03,280.0,3095.0,PayPal
U3426,4/9/2024,41.6,200.17,944.0,538.0,Credit Card
U3427,7/12/2024,33.65,236.71,131.0,74.0,Credit Card
U3428,10/6/2024,18.94,161.73,697.0,4733.0,Bank Transfer
U3429,5/30/2024,27.97,352.94,86.0,2642.0,PayPal
U3430,5/7/2024,33.46,463.98,636.0,4905.0,Credit Card
U3431,11/13/2024,25.24,150.45,943.0,2707.0,PayPal
U3432,6/2/2024,10.85,237.11,468.0,2025.0,Bank Transfer
U3433,1/16/2024,49.14,105.83,366.0,2875.0,Credit Card
U3434,7/15/2024,41.8,320.23,550.0,54.0,Credit Card
U3435,7/13/2024,22.96,206.51,371.0,3501.0,Bank Transfer
U3436,12/9/2023,24.2,120.75,581.0,3040.0,PayPal
U3437,11/14/2024,34.05,272.71,826.0,3946.0,Credit Card
U3438,5/10/2024,19.96,277.85,635.0,2051.0,Bank Transfer
U3439,9/18/2024,34.09,247.65,305.0,4344.0,PayPal
U3440,5/30/2024,22.29,251.0,583.0,3049.0,Bank Transfer
U3441,6/17/2024,26.0,348.67,774.0,3846.0,Bank Transfer
U3442,5/26/2024,25.97,347.67,223.0,2745.0,PayPal
U3443,2/15/2024,27.66,27.29,821.0,1076.0,Bank Transfer
U3444,12/14/2023,48.56,488.61,372.0,1326.0,Credit Card
U3445,3/26/2024,17.56,349.1,50.0,624.0,Bank Transfer
U3446,3/19/2024,14.15,396.2,372.0,3774.0,Bank Transfer
U3447,6/18/2024,23.45,313.36,330.0,2142.0,Bank Transfer
U3448,6/21/2024,28.43,194.76,619.0,4681.0,PayPal
U3449,1/27/2024,22.83,431.17,777.0,150.0,Credit Card
U3450,4/30/2024,37.63,280.33,89.0,4585.0,Bank Transfer
U3451,11/23/2024,25.87,152.17,547.0,1324.0,Credit Card
U3452,1/13/2024,36.98,77.95,423.0,3587.0,PayPal
U3453,12/23/2023,21.97,434.97,726.0,3051.0,PayPal
U3454,12/29/2023,48.28,347.7,294.0,558.0,Bank Transfer
U3455,5/14/2024,42.62,334.52,882.0,1507.0,Bank Transfer
U3456,1/17/2024,11.5,349.66,777.0,4957.0,Credit Card
U3457,11/11/2024,24.51,326.78,120.0,1912.0,Credit Card
U3458,6/10/2024,30.01,488.77,47.0,2783.0,Credit Card
U3459,3/26/2024,31.66,172.66,462.0,1451.0,PayPal
U3460,12/8/2024,10.56,323.82,222.0,240.0,Credit Card
U3461,4/7/2024,25.85,243.71,460.0,653.0,Credit Card
U3462,3/13/2024,38.36,338.01,285.0,2838.0,PayPal
U3463,8/20/2024,31.87,349.86,819.0,4578.0,Bank Transfer
U3464,11/18/2024,25.04,116.11,475.0,1562.0,Bank Transfer
U3465,10/3/2024,22.53,310.43,772.0,2992.0,Bank Transfer
U3466,2/18/2024,20.11,305.56,594.0,2548.0,Bank Transfer
U3467,11/9/2024,20.42,248.17,603.0,3243.0,Credit Card
U3468,4/24/2024,12.36,333.97,577.0,2830.0,Credit Card
U3469,11/15/2024,32.85,412.71,725.0,4228.0,Bank Transfer
U3470,2/28/2024,45.14,254.0,391.0,2654.0,PayPal
U3471,5/24/2024,45.5,350.91,203.0,1676.0,PayPal
U3472,6/17/2024,21.06,220.94,430.0,3465.0,PayPal
U3473,4/28/2024,14.81,341.59,688.0,3682.0,Bank Transfer
U3474,11/2/2024,16.4,252.94,94.0,1199.0,Bank Transfer
U3475,10/2/2024,16.5,385.52,35.0,3123.0,Bank Transfer
U3476,3/14/2024,49.61,293.63,177.0,4995.0,PayPal
U3477,6/25/2024,14.0,309.37,874.0,2037.0,Bank Transfer
U3478,4/22/2024,49.29,457.66,513.0,4004.0,Bank Transfer
U3479,7/4/2024,42.73,396.67,386.0,719.0,Credit Card
U3480,9/6/2024,44.85,15.95,175.0,24.0,Credit Card
U3481,2/10/2024,46.91,372.67,478.0,1981.0,Bank Transfer
U3482,7/29/2024,34.99,155.09,220.0,670.0,Bank Transfer
U3483,11/30/2024,14.49,262.2,866.0,4867.0,Credit Card
U3484,12/16/2023,33.99,367.82,965.0,1586.0,Bank Transfer
U3485,7/4/2024,32.01,80.17,50.0,2829.0,Credit Card
U3486,5/16/2024,24.07,155.12,492.0,1702.0,Credit Card
U3487,5/18/2024,32.35,475.71,773.0,4164.0,Credit Card
U3488,1/26/2024,33.9,132.96,31.0,76.0,Bank Transfer
U3489,6/20/2024,17.81,289.98,729.0,1918.0,Bank Transfer
U3490,10/20/2024,47.43,133.5,50.0,4503.0,Credit Card
U3491,8/7/2024,25.14,17.05,856.0,2892.0,Credit Card
U3492,11/15/2024,30.8,399.08,289.0,1467.0,PayPal
U3493,1/17/2024,20.89,132.07,71.0,3839.0,Bank Transfer
U3494,4/10/2024,49.29,177.5,804.0,3410.0,Credit Card
U3495,12/16/2023,25.59,292.7,733.0,4638.0,PayPal
U3496,7/26/2024,16.42,422.83,648.0,1915.0,PayPal
U3497,11/12/2024,27.63,115.42,725.0,3778.0,Bank Transfer
U3498,12/30/2023,29.27,104.89,287.0,4632.0,PayPal
U3499,9/3/2024,21.97,142.92,865.0,2816.0,Bank Transfer
U3500,10/11/2024,27.28,431.21,338.0,4553.0,Bank Transfer
U3501,9/25/2024,13.32,426.23,715.0,3136.0,Credit Card
U3502,3/31/2024,37.1,178.3,498.0,3924.0,Credit Card
U3503,4/26/2024,33.97,486.56,453.0,4586.0,PayPal
U3504,1/11/2024,10.8,479.02,674.0,878.0,Credit Card
U3505,1/6/2024,49.01,177.0,854.0,514.0,Credit Card
U3506,1/23/2024,14.02,371.14,70.0,3971.0,Bank Transfer
U3507,1/6/2024,13.33,186.6,618.0,4981.0,Credit Card
U3508,6/10/2024,29.41,115.85,323.0,3462.0,PayPal
U3509,12/28/2023,45.9,442.34,614.0,3945.0,Bank Transfer
U3510,10/18/2024,45.11,114.62,321.0,4832.0,Bank Transfer
U3511,10/9/2024,19.74,50.67,54.0,638.0,Bank Transfer
U3512,6/6/2024,48.83,400.16,449.0,4668.0,Bank Transfer
U3513,12/23/2023,42.06,397.12,229.0,525.0,Credit Card
U3514,6/11/2024,28.12,331.5,610.0,1204.0,Bank Transfer
U3515,2/17/2024,16.16,86.81,984.0,544.0,Credit Card
U3516,7/12/2024,26.87,20.6,729.0,466.0,Credit Card
U3517,11/20/2024,15.04,307.61,823.0,4221.0,Bank Transfer
U3518,1/10/2024,24.98,25.88,154.0,758.0,PayPal
U3519,9/16/2024,24.55,408.14,359.0,4955.0,PayPal
U3520,1/10/2024,46.11,383.15,169.0,2201.0,Credit Card
U3521,4/16/2024,27.28,174.04,584.0,3844.0,PayPal
U3522,3/18/2024,44.11,318.07,170.0,548.0,PayPal
U3523,4/27/2024,38.88,440.52,333.0,3249.0,Bank Transfer
U3524,5/14/2024,16.23,30.17,306.0,110.0,Bank Transfer
U3525,1/24/2024,40.47,422.32,221.0,3720.0,Bank Transfer
U3526,7/12/2024,24.1,175.71,601.0,1381.0,Bank Transfer
U3527,11/17/2024,40.79,208.02,82.0,3241.0,PayPal
U3528,8/6/2024,13.3,486.84,793.0,476.0,Bank Transfer
U3529,9/12/2024,42.7,216.73,45.0,4923.0,Credit Card
U3530,12/16/2023,37.9,153.56,955.0,654.0,PayPal
U3531,9/28/2024,19.26,443.23,73.0,1543.0,PayPal
U3532,9/17/2024,31.76,87.75,540.0,1798.0,Bank Transfer
U3533,2/9/2024,11.98,332.67,411.0,3959.0,PayPal
U3534,8/11/2024,49.32,83.05,493.0,950.0,Credit Card
U3535,3/24/2024,12.36,494.04,284.0,1251.0,Bank Transfer
U3536,6/17/2024,43.69,298.58,827.0,1680.0,Bank Transfer
U3537,4/18/2024,16.6,330.74,840.0,35.0,PayPal
U3538,8/16/2024,49.59,421.73,801.0,1165.0,Credit Card
U3539,6/17/2024,44.16,384.95,761.0,3957.0,Credit Card
U3540,11/21/2024,25.25,408.25,528.0,2824.0,Credit Card
U3541,6/11/2024,27.17,134.68,730.0,2765.0,PayPal
U3542,10/14/2024,42.89,128.09,701.0,2910.0,Credit Card
U3543,2/12/2024,10.32,169.77,310.0,4971.0,Bank Transfer
U3544,6/8/2024,22.48,456.2,856.0,925.0,Credit Card
U3545,8/17/2024,11.19,208.61,426.0,2012.0,Credit Card
U3546,3/19/2024,22.76,226.25,25.0,3936.0,Credit Card
U3547,2/18/2024,46.62,327.14,62.0,4054.0,Credit Card
U3548,9/17/2024,29.24,185.27,845.0,1864.0,Bank Transfer
U3549,12/4/2024,41.36,37.15,772.0,1024.0,PayPal
U3550,7/13/2024,14.2,457.05,637.0,492.0,Bank Transfer
U3551,12/7/2024,46.25,33.06,77.0,256.0,PayPal
U3552,9/16/2024,32.11,40.2,231.0,2099.0,Bank Transfer
U3553,1/23/2024,41.79,304.69,590.0,2350.0,Bank Transfer
U3554,6/20/2024,28.72,379.18,765.0,1956.0,PayPal
U3555,7/10/2024,42.24,235.16,640.0,4025.0,Bank Transfer
U3556,2/8/2024,46.13,455.49,930.0,3847.0,PayPal
U3557,11/27/2024,25.53,36.08,194.0,4032.0,PayPal
U3558,6/3/2024,37.23,441.22,240.0,2831.0,PayPal
U3559,11/13/2024,44.82,378.24,204.0,1485.0,Credit Card
U3560,7/13/2024,39.49,290.64,445.0,2202.0,Bank Transfer
U3561,6/10/2024,32.49,468.64,52.0,2674.0,PayPal
U3562,7/28/2024,31.86,447.31,908.0,3990.0,PayPal
U3563,10/26/2024,40.73,445.19,201.0,4925.0,Credit Card
U3564,1/18/2024,34.48,89.43,134.0,1279.0,PayPal
U3565,8/24/2024,45.76,449.83,126.0,2367.0,Bank Transfer
U3566,5/20/2024,29.24,67.96,514.0,1647.0,PayPal
U3567,3/19/2024,43.64,212.28,498.0,4159.0,PayPal
U3568,2/4/2024,49.55,106.2,609.0,3271.0,Bank Transfer
U3569,8/5/2024,48.99,179.66,104.0,3138.0,Bank Transfer
U3570,4/20/2024,49.44,427.04,149.0,3107.0,Bank Transfer
U3571,1/23/2024,49.8,62.69,279.0,2869.0,Bank Transfer
U3572,1/25/2024,37.35,274.33,707.0,4627.0,PayPal
U3573,4/9/2024,25.32,360.01,511.0,4567.0,PayPal
U3574,2/22/2024,43.89,197.14,692.0,2378.0,Bank Transfer
U3575,9/22/2024,37.39,246.05,167.0,2326.0,Credit Card
U3576,2/20/2024,44.17,495.16,956.0,2512.0,Bank Transfer
U3577,5/11/2024,41.27,250.6,711.0,416.0,PayPal
U3578,8/26/2024,31.97,127.87,408.0,4953.0,PayPal
U3579,5/3/2024,24.83,218.95,762.0,98.0,PayPal
U3580,2/11/2024,48.25,36.23,903.0,1763.0,Credit Card
U3581,7/7/2024,31.94,200.79,352.0,486.0,PayPal
U3582,5/4/2024,46.03,332.7,683.0,2599.0,Bank Transfer
U3583,12/13/2023,14.69,481.53,936.0,3661.0,Credit Card
U3584,1/5/2024,26.36,496.5,150.0,775.0,PayPal
U3585,11/6/2024,25.15,347.88,716.0,3628.0,PayPal
U3586,10/22/2024,11.06,402.9,718.0,4340.0,PayPal
U3587,3/30/2024,37.59,107.31,188.0,1724.0,Credit Card
U3588,10/4/2024,27.76,264.9,757.0,3254.0,Bank Transfer
U3589,8/6/2024,26.67,88.43,401.0,2383.0,PayPal
U3590,3/12/2024,25.9,362.22,263.0,613.0,Bank Transfer
U3591,12/15/2023,14.98,489.58,831.0,4931.0,Bank Transfer
U3592,3/9/2024,10.66,377.94,476.0,4914.0,Credit Card
U3593,9/28/2024,24.14,257.89,17.0,4398.0,Bank Transfer
U3594,7/15/2024,39.33,154.33,993.0,4446.0,Bank Transfer
U3595,6/21/2024,25.18,166.16,140.0,3295.0,PayPal
U3596,7/5/2024,14.1,195.09,33.0,3988.0,PayPal
U3597,1/31/2024,14.73,427.05,936.0,365.0,Bank Transfer
U3598,5/4/2024,34.64,11.0,313.0,4075.0,Bank Transfer
U3599,7/15/2024,38.81,343.16,723.0,1975.0,Credit Card
U3600,5/15/2024,49.8,458.39,801.0,4800.0,Credit Card
U3601,7/24/2024,34.1,154.02,714.0,3970.0,PayPal
U3602,7/9/2024,44.81,364.6,329.0,3306.0,PayPal
U3603,2/12/2024,42.54,118.34,983.0,955.0,Credit Card
U3604,8/3/2024,45.75,171.84,800.0,3848.0,Bank Transfer
U3605,4/13/2024,32.65,147.33,420.0,2132.0,Bank Transfer
U3606,1/4/2024,23.66,227.28,577.0,3785.0,Bank Transfer
U3607,5/12/2024,15.29,198.31,472.0,2618.0,Bank Transfer
U3608,5/18/2024,44.89,206.66,580.0,1279.0,Credit Card
U3609,11/5/2024,43.86,345.37,499.0,3358.0,PayPal
U3610,2/2/2024,13.6,414.75,403.0,2856.0,PayPal
U3611,1/26/2024,45.18,22.39,934.0,1573.0,Bank Transfer
U3612,5/7/2024,43.96,499.53,119.0,1426.0,Credit Card
U3613,12/23/2023,17.99,378.67,969.0,2807.0,PayPal
U3614,5/16/2024,41.68,12.43,45.0,580.0,Credit Card
U3615,8/16/2024,40.55,260.68,488.0,4958.0,PayPal
U3616,5/22/2024,19.06,185.45,730.0,1913.0,PayPal
U3617,12/17/2023,26.15,61.93,314.0,443.0,Bank Transfer
U3618,9/6/2024,19.03,312.63,835.0,4572.0,Credit Card
U3619,11/16/2024,48.32,444.54,152.0,2925.0,PayPal
U3620,4/27/2024,40.9,186.61,762.0,4847.0,Credit Card
U3621,6/30/2024,40.39,81.99,39.0,1167.0,Bank Transfer
U3622,6/29/2024,25.17,138.2,893.0,2261.0,PayPal
U3623,7/18/2024,49.3,38.2,202.0,2940.0,Credit Card
U3624,3/12/2024,30.56,153.77,472.0,3063.0,Bank Transfer
U3625,4/30/2024,34.75,20.3,962.0,4338.0,Bank Transfer
U3626,3/28/2024,37.88,448.76,852.0,2214.0,PayPal
U3627,11/26/2024,22.22,38.64,249.0,932.0,Credit Card
U3628,8/30/2024,33.78,337.37,622.0,836.0,Bank Transfer
U3629,9/8/2024,26.99,69.09,406.0,4350.0,PayPal
U3630,8/29/2024,17.03,374.46,698.0,2994.0,Credit Card
U3631,4/21/2024,27.01,423.5,893.0,4692.0,Bank Transfer
U3632,2/5/2024,43.58,347.62,555.0,4041.0,Credit Card
U3633,11/13/2024,48.79,199.43,116.0,2227.0,Bank Transfer
U3634,8/8/2024,47.12,168.46,841.0,971.0,Bank Transfer
U3635,1/25/2024,43.42,173.96,687.0,4320.0,PayPal
U3636,11/15/2024,19.95,364.44,35.0,303.0,PayPal
U3637,5/22/2024,10.24,398.52,678.0,535.0,Credit Card
U3638,6/5/2024,29.69,469.94,692.0,1868.0,PayPal
U3639,9/16/2024,48.81,81.96,284.0,3260.0,Bank Transfer
U3640,9/8/2024,26.53,441.78,699.0,1807.0,PayPal
U3641,5/22/2024,16.68,295.56,795.0,1287.0,PayPal
U3642,1/1/2024,46.82,130.96,708.0,3569.0,Bank Transfer
U3643,12/3/2024,25.04,86.3,535.0,4947.0,PayPal
U3644,4/5/2024,43.17,187.68,117.0,3827.0,Credit Card
U3645,7/1/2024,16.36,223.03,140.0,3368.0,Bank Transfer
U3646,3/19/2024,13.69,250.8,641.0,1509.0,Bank Transfer
U3647,3/20/2024,23.17,144.19,306.0,4495.0,PayPal
U3648,10/26/2024,24.24,369.88,784.0,3942.0,Bank Transfer
U3649,10/14/2024,33.15,30.19,418.0,115.0,PayPal
U3650,8/4/2024,21.36,93.42,717.0,2129.0,Credit Card
U3651,4/3/2024,46.5,436.59,331.0,629.0,PayPal
U3652,5/11/2024,47.09,393.25,199.0,1780.0,Credit Card
U3653,9/25/2024,44.44,452.33,647.0,1772.0,Credit Card
U3654,12/15/2023,28.11,261.63,195.0,2850.0,Credit Card
U3655,7/22/2024,20.48,81.6,245.0,4748.0,Credit Card
U3656,5/3/2024,49.58,393.9,694.0,520.0,PayPal
U3657,1/4/2024,17.52,475.41,269.0,4559.0,PayPal
U3658,2/28/2024,24.67,198.65,597.0,3422.0,Credit Card
U3659,5/10/2024,39.68,210.38,227.0,2586.0,Bank Transfer
U3660,7/6/2024,30.05,470.86,411.0,2870.0,Credit Card
U3661,6/1/2024,19.13,58.87,827.0,1548.0,PayPal
U3662,5/29/2024,30.81,320.04,913.0,1085.0,PayPal
U3663,10/1/2024,13.31,232.33,659.0,3976.0,PayPal
U3664,3/15/2024,18.58,327.91,896.0,2711.0,PayPal
U3665,1/14/2024,10.05,180.11,650.0,1198.0,PayPal
U3666,11/12/2024,34.25,309.69,776.0,2896.0,Credit Card
U3667,3/2/2024,30.0,219.68,498.0,90.0,Credit Card
U3668,6/10/2024,19.55,113.7,445.0,1220.0,Bank Transfer
U3669,10/10/2024,15.47,459.89,824.0,2074.0,PayPal
U3670,2/18/2024,17.71,27.42,184.0,2046.0,Bank Transfer
U3671,9/9/2024,30.3,371.49,460.0,4562.0,Bank Transfer
U3672,8/21/2024,17.62,111.49,253.0,2822.0,PayPal
U3673,6/15/2024,28.22,85.43,716.0,2049.0,PayPal
U3674,11/2/2024,12.17,356.33,763.0,4720.0,Credit Card
U3675,4/17/2024,21.19,391.35,44.0,3700.0,Credit Card
U3676,3/23/2024,31.31,312.47,407.0,3777.0,PayPal
U3677,10/9/2024,15.56,138.08,578.0,1279.0,Bank Transfer
U3678,4/10/2024,24.18,95.11,63.0,3897.0,Bank Transfer
U3679,4/14/2024,17.39,46.29,387.0,1777.0,PayPal
U3680,5/6/2024,29.66,50.8,359.0,2051.0,Bank Transfer
U3681,10/14/2024,42.94,150.09,299.0,299.0,Bank Transfer
U3682,9/25/2024,27.37,136.94,776.0,3603.0,Bank Transfer
U3683,1/22/2024,20.11,202.0,926.0,2857.0,Bank Transfer
U3684,2/16/2024,33.74,302.76,395.0,2359.0,Bank Transfer
U3685,10/1/2024,28.0,13.63,87.0,4836.0,Credit Card
U3686,6/24/2024,26.47,287.79,598.0,1759.0,PayPal
U3687,6/16/2024,21.35,275.93,910.0,4142.0,Credit Card
U3688,3/14/2024,20.97,133.98,39.0,2287.0,Bank Transfer
U3689,1/18/2024,33.12,486.5,325.0,668.0,PayPal
U3690,3/30/2024,33.11,329.8,77.0,2534.0,Bank Transfer
U3691,4/11/2024,43.72,486.81,399.0,2289.0,Bank Transfer
U3692,12/2/2024,17.1,16.91,367.0,2529.0,Bank Transfer
U3693,6/15/2024,32.95,107.11,506.0,1663.0,PayPal
U3694,7/16/2024,38.95,93.54,4.0,2114.0,Bank Transfer
U3695,5/3/2024,47.93,422.12,202.0,4623.0,Credit Card
U3696,10/22/2024,42.3,395.33,336.0,4613.0,Credit Card
U3697,10/11/2024,45.49,360.43,374.0,4855.0,Credit Card
U3698,3/21/2024,31.23,71.1,674.0,3947.0,Credit Card
U3699,5/4/2024,33.28,281.14,286.0,72.0,Credit Card
U3700,11/2/2024,30.6,495.21,289.0,1931.0,Credit Card
U3701,10/29/2024,26.06,152.3,320.0,3214.0,PayPal
U3702,7/3/2024,48.35,268.43,15.0,3239.0,Credit Card
U3703,4/27/2024,14.96,110.47,451.0,3113.0,Bank Transfer
U3704,9/20/2024,33.43,210.78,950.0,4943.0,PayPal
U3705,11/29/2024,30.68,319.0,35.0,4119.0,PayPal
U3706,4/4/2024,16.08,189.9,756.0,4514.0,Credit Card
U3707,9/25/2024,16.37,173.69,613.0,4966.0,PayPal
U3708,3/7/2024,31.4,378.05,127.0,3131.0,Credit Card
U3709,12/1/2024,20.75,68.15,372.0,4573.0,PayPal
U3710,4/7/2024,46.21,498.53,172.0,3419.0,Bank Transfer
U3711,1/25/2024,26.23,178.25,901.0,2025.0,Credit Card
U3712,3/25/2024,13.61,30.13,696.0,1940.0,Credit Card
U3713,11/9/2024,24.03,367.07,559.0,4166.0,Credit Card
U3714,3/25/2024,15.16,56.35,327.0,2967.0,Credit Card
U3715,2/29/2024,17.26,437.02,403.0,3788.0,Bank Transfer
U3716,6/11/2024,48.58,207.99,701.0,1540.0,Bank Transfer
U3717,12/17/2023,28.73,191.68,515.0,3283.0,PayPal
U3718,7/6/2024,47.2,121.06,755.0,3944.0,Bank Transfer
U3719,2/6/2024,27.23,315.48,816.0,2261.0,PayPal
U3720,9/16/2024,49.79,113.97,899.0,2294.0,Credit Card
U3721,6/28/2024,23.86,224.33,952.0,3229.0,Credit Card
U3722,3/31/2024,15.25,81.76,884.0,4436.0,PayPal
U3723,10/25/2024,10.48,344.97,905.0,3366.0,PayPal
U3724,6/16/2024,10.01,375.9,661.0,1368.0,Credit Card
U3725,12/17/2023,14.42,174.64,89.0,4998.0,Bank Transfer
U3726,8/21/2024,26.96,82.6,926.0,1092.0,Bank Transfer
U3727,6/9/2024,48.19,206.02,257.0,2856.0,Bank Transfer
U3728,12/12/2023,24.61,69.24,75.0,4242.0,Bank Transfer
U3729,5/4/2024,33.58,237.44,342.0,734.0,Bank Transfer
U3730,9/14/2024,45.2,296.67,402.0,492.0,Bank Transfer
U3731,2/12/2024,15.19,319.28,790.0,4066.0,Bank Transfer
U3732,5/18/2024,37.05,207.43,454.0,368.0,Bank Transfer
U3733,2/2/2024,21.1,278.48,998.0,4675.0,PayPal
U3734,5/13/2024,22.68,60.0,313.0,1621.0,Credit Card
U3735,11/10/2024,19.68,188.02,746.0,2060.0,Credit Card
U3736,11/5/2024,47.97,492.74,43.0,3741.0,Bank Transfer
U3737,8/28/2024,41.3,71.7,684.0,3093.0,Bank Transfer
U3738,9/26/2024,19.23,324.51,224.0,4618.0,PayPal
U3739,9/23/2024,23.49,14.98,408.0,3634.0,Credit Card
U3740,7/25/2024,21.26,41.99,52.0,2913.0,PayPal
U3741,12/7/2024,20.52,332.62,477.0,3690.0,PayPal
U3742,9/18/2024,42.35,101.33,979.0,205.0,Bank Transfer
U3743,12/2/2024,13.78,321.41,820.0,2423.0,Credit Card
U3744,2/2/2024,22.9,265.23,854.0,3060.0,Credit Card
U3745,5/18/2024,43.57,489.38,112.0,902.0,PayPal
U3746,1/14/2024,25.3,29.01,71.0,2303.0,PayPal
U3747,3/24/2024,28.89,390.1,211.0,1395.0,Bank Transfer
U3748,7/3/2024,15.04,338.46,405.0,1856.0,Bank Transfer
U3749,7/12/2024,36.19,21.75,749.0,3617.0,Credit Card
U3750,3/5/2024,25.71,120.49,66.0,4854.0,Credit Card
U3751,3/14/2024,31.46,165.97,105.0,2736.0,Credit Card
U3752,3/23/2024,20.86,19.97,387.0,1910.0,Credit Card
U3753,11/11/2024,10.35,416.53,727.0,4256.0,Credit Card
U3754,8/5/2024,30.75,261.54,624.0,1552.0,PayPal
U3755,3/7/2024,36.82,314.39,906.0,902.0,Bank Transfer
U3756,7/9/2024,29.26,66.82,778.0,4736.0,Credit Card
U3757,2/13/2024,27.08,287.76,992.0,531.0,PayPal
U3758,3/24/2024,44.66,179.75,525.0,1953.0,Credit Card
U3759,10/16/2024,21.39,155.48,736.0,2948.0,Credit Card
U3760,5/4/2024,32.83,24.05,515.0,2848.0,Bank Transfer
U3761,4/25/2024,13.28,487.29,143.0,2029.0,PayPal
U3762,8/17/2024,30.86,487.32,667.0,1754.0,Bank Transfer
U3763,4/10/2024,38.61,437.37,612.0,4585.0,Bank Transfer
U3764,8/18/2024,34.67,326.7,769.0,3363.0,PayPal
U3765,4/1/2024,29.65,33.01,884.0,3308.0,Credit Card
U3766,6/2/2024,30.91,437.18,249.0,2695.0,Bank Transfer
U3767,6/20/2024,24.4,330.04,104.0,863.0,Bank Transfer
U3768,12/27/2023,40.03,260.71,816.0,1123.0,Bank Transfer
U3769,11/26/2024,18.91,54.49,30.0,2191.0,PayPal
U3770,11/27/2024,18.36,166.09,98.0,4474.0,Bank Transfer
U3771,4/25/2024,27.34,291.59,77.0,1558.0,Credit Card
U3772,3/7/2024,41.91,71.66,803.0,2492.0,Bank Transfer
U3773,8/15/2024,42.7,183.42,448.0,4714.0,Bank Transfer
U3774,4/14/2024,38.53,81.28,437.0,884.0,PayPal
U3775,9/4/2024,43.7,284.24,101.0,4364.0,PayPal
U3776,1/17/2024,32.54,94.16,234.0,597.0,Credit Card
U3777,7/30/2024,19.49,335.85,256.0,674.0,PayPal
U3778,11/25/2024,20.58,103.15,86.0,1418.0,PayPal
U3779,1/17/2024,10.15,299.14,978.0,1479.0,Credit Card
U3780,2/8/2024,35.08,467.09,438.0,2376.0,Credit Card
U3781,6/18/2024,46.96,135.1,688.0,1217.0,Bank Transfer
U3782,8/11/2024,30.76,254.66,219.0,3068.0,Credit Card
U3783,4/4/2024,11.3,150.62,14.0,1280.0,Credit Card
U3784,4/23/2024,24.92,120.93,321.0,4979.0,Bank Transfer
U3785,8/14/2024,46.59,75.46,929.0,1243.0,Bank Transfer
U3786,4/1/2024,11.24,469.67,538.0,3603.0,Bank Transfer
U3787,8/6/2024,14.15,124.01,559.0,1491.0,Credit Card
U3788,9/30/2024,32.92,483.52,492.0,1659.0,Credit Card
U3789,4/5/2024,47.85,461.08,91.0,1336.0,Credit Card
U3790,9/1/2024,21.42,269.42,291.0,4003.0,Credit Card
U3791,6/6/2024,21.38,348.54,643.0,1984.0,Credit Card
U3792,8/31/2024,43.54,77.87,797.0,2445.0,PayPal
U3793,7/21/2024,11.46,352.56,576.0,4066.0,Credit Card
U3794,1/1/2024,30.82,62.58,597.0,322.0,PayPal
U3795,5/21/2024,41.75,189.3,149.0,2482.0,Credit Card
U3796,5/14/2024,25.69,454.0,58.0,486.0,Credit Card
U3797,12/21/2023,24.23,111.63,158.0,4871.0,Bank Transfer
U3798,6/21/2024,20.03,254.42,152.0,3147.0,Bank Transfer
U3799,8/5/2024,16.48,408.2,374.0,1743.0,Credit Card
U3800,7/25/2024,15.81,17.3,427.0,2383.0,Bank Transfer
U3801,6/9/2024,23.32,331.87,566.0,4184.0,Bank Transfer
U3802,2/11/2024,16.84,251.84,64.0,805.0,PayPal
U3803,2/17/2024,24.68,376.97,694.0,4525.0,Credit Card
U3804,3/2/2024,13.46,88.22,736.0,1165.0,Bank Transfer
U3805,10/29/2024,10.44,298.04,408.0,816.0,Bank Transfer
U3806,6/6/2024,10.96,421.93,835.0,3395.0,Credit Card
U3807,7/12/2024,19.33,81.5,822.0,3600.0,PayPal
U3808,8/22/2024,17.09,491.66,508.0,1467.0,PayPal
U3809,5/2/2024,20.37,198.42,871.0,807.0,Credit Card
U3810,9/16/2024,41.36,51.91,703.0,4811.0,PayPal
U3811,6/19/2024,30.51,262.45,636.0,2307.0,Credit Card
U3812,5/14/2024,41.63,345.02,434.0,3729.0,PayPal
U3813,1/16/2024,35.54,418.99,465.0,1682.0,PayPal
U3814,7/2/2024,11.7,127.64,846.0,2311.0,PayPal
U3815,12/4/2024,16.25,65.7,39.0,1570.0,Credit Card
