id,age,gender,country,sign_up_date,membership_level,last_login,total_purchases,total_time_spent,number_of_posts,likes_given,payment_method
U3271,45.0,Male,Germany,12/20/2016,Silver,4/3/2024,10.83,420.01,462.0,212.0,Bank Transfer
U3272,26.0,Other,Germany,7/8/2011,Silver,11/17/2023,30.0,211.58,723.0,4263.0,PayPal
U3272,26.0,Other,Germany,7/8/2011,Silver,10/10/2024,34.41,157.49,787.0,1912.0,Bank Transfer
U3273,43.0,Non-binary,USA,6/24/2020,Platinum,10/16/2023,9.0,59.0,436.0,1286.0,Crypto
U3273,43.0,Non-binary,USA,6/24/2020,Platinum,11/13/2024,10.22,400.17,394.0,3152.0,PayPal
U3274,31.0,Male,Germany,7/1/2016,Free,1/13/2023,20.0,273.49,577.0,4414.0,Bank Transfer
U3274,31.0,Male,Germany,7/1/2016,Free,12/31/2023,11.14,444.03,622.0,4343.0,Bank Transfer
U3275,20.0,Other,UK,3/22/2013,Gold,11/19/2023,17.0,466.95,775.0,3548.0,PayPal
U3275,20.0,Other,UK,3/22/2013,Gold,3/29/2024,16.13,230.88,385.0,811.0,Credit Card
U3276,26.0,Other,Germany,4/16/2014,Gold,11/9/2023,41.0,439.71,481.0,2291.0,Crypto
U3276,26.0,Other,Germany,4/16/2014,Gold,5/19/2024,24.74,396.67,223.0,580.0,Credit Card
U3277,54.0,Male,Australia,11/11/2011,Gold,11/17/2023,15.0,459.91,610.0,4733.0,Credit Card
U3277,54.0,Male,Australia,11/11/2011,Gold,11/11/2024,16.04,323.5,490.0,279.0,Bank Transfer
U3278,40.0,Male,Germany,8/5/2021,Platinum,2/8/2023,23.0,,171.0,4844.0,Credit Card
U3278,40.0,Male,Germany,8/5/2021,Platinum,8/30/2024,12.64,16.69,485.0,1471.0,PayPal
U3279,55.0,Female,Germany,7/1/2021,Gold,6/24/2023,39.0,88.17,893.0,111.0,Bank Transfer
U3279,55.0,Female,Germany,7/1/2021,Gold,9/20/2024,45.2,37.86,554.0,2928.0,Credit Card
U3280,69.0,Male,Canada,2/23/2021,Gold,6/30/2023,6.0,399.21,805.0,3200.0,PayPal
U3280,69.0,Male,Canada,2/23/2021,Gold,4/8/2024,48.72,288.81,11.0,355.0,PayPal
U3281,38.0,Male,Australia,3/30/2016,Silver,1/4/2023,23.0,153.52,383.0,4875.0,PayPal
U3281,38.0,Male,Australia,3/30/2016,Silver,9/16/2024,19.3,35.62,210.0,1276.0,PayPal
U3282,49.0,Male,Germany,5/13/2013,Gold,4/28/2023,0.0,308.85,936.0,3382.0,Crypto
U3282,49.0,Male,Germany,5/13/2013,Gold,4/24/2024,43.89,30.48,147.0,2560.0,PayPal
U3283,35.0,Male,USA,8/5/2014,Silver,3/19/2023,45.0,27.77,389.0,3472.0,PayPal
U3283,35.0,Male,USA,8/5/2014,Silver,9/1/2024,18.52,64.05,863.0,3537.0,Bank Transfer
U3284,69.0,Male,Australia,8/30/2018,Free,9/21/2023,24.0,265.75,385.0,4779.0,Credit Card
U3284,69.0,Male,Australia,8/30/2018,Free,12/29/2023,40.4,358.55,616.0,500.0,Bank Transfer
U3285,24.0,Female,India,6/10/2013,Gold,7/30/2023,11.0,497.56,729.0,1982.0,Credit Card
U3285,24.0,Female,India,6/10/2013,Gold,1/30/2024,29.96,282.43,143.0,3563.0,Credit Card
U3286,37.0,Male,Australia,4/18/2015,Free,6/30/2023,21.0,97.58,858.0,970.0,Crypto
U3286,37.0,Male,Australia,4/18/2015,Free,8/7/2024,24.35,64.19,455.0,4634.0,Bank Transfer
U3287,44.0,Other,Canada,4/21/2019,Silver,6/15/2023,30.0,55.14,30.0,4501.0,Credit Card
U3287,44.0,Other,Canada,4/21/2019,Silver,10/3/2024,23.46,15.95,146.0,398.0,PayPal
U3288,45.0,Female,USA,2/9/2015,Free,7/19/2023,19.0,59.81,451.0,216.0,Credit Card
U3288,45.0,Female,USA,2/9/2015,Free,5/28/2024,30.23,14.16,833.0,1413.0,Bank Transfer
U3289,28.0,Other,Germany,3/27/2016,Platinum,7/6/2023,35.0,,324.0,3766.0,Credit Card
U3289,28.0,Other,Germany,3/27/2016,Platinum,3/6/2024,27.56,201.51,575.0,272.0,PayPal
U3290,49.0,Non-binary,Canada,11/8/2011,Silver,8/18/2023,19.0,466.24,74.0,4640.0,Bank Transfer
U3290,49.0,Non-binary,Canada,11/8/2011,Silver,8/14/2024,49.95,78.9,723.0,198.0,Credit Card
U3291,28.0,Other,Germany,7/4/2020,Platinum,7/29/2023,34.0,171.08,867.0,1807.0,Crypto
U3291,28.0,Other,Germany,7/4/2020,Platinum,5/8/2024,17.93,470.05,262.0,1410.0,PayPal
U3292,44.0,Male,UK,11/29/2017,Silver,4/25/2023,33.0,67.47,633.0,658.0,Bank Transfer
U3292,44.0,Male,UK,11/29/2017,Silver,11/9/2024,31.12,216.31,980.0,4794.0,PayPal
U3293,42.0,Non-binary,UK,10/27/2021,Platinum,5/9/2023,36.0,19.65,86.0,558.0,Bank Transfer
U3293,42.0,Non-binary,UK,10/27/2021,Platinum,11/7/2024,27.93,297.95,769.0,1540.0,Bank Transfer
U3294,36.0,Female,India,6/3/2021,Silver,4/6/2023,45.0,81.4,707.0,823.0,Bank Transfer
U3294,36.0,Female,India,6/3/2021,Silver,3/6/2024,25.62,115.43,740.0,3520.0,Credit Card
U3295,49.0,Other,USA,7/23/2021,Platinum,8/30/2023,47.0,389.28,822.0,2567.0,PayPal
U3295,49.0,Other,USA,7/23/2021,Platinum,11/6/2024,29.09,493.71,350.0,4766.0,Bank Transfer
U3296,30.0,Male,India,5/25/2017,Gold,2/15/2023,7.0,205.46,394.0,830.0,Credit Card
U3296,30.0,Male,India,5/25/2017,Gold,12/21/2023,27.35,188.75,30.0,3310.0,Bank Transfer
U3297,45.0,Female,Australia,5/31/2019,Silver,5/16/2023,12.0,55.49,184.0,4748.0,Bank Transfer
U3297,45.0,Female,Australia,5/31/2019,Silver,5/23/2024,30.35,447.38,600.0,4823.0,Bank Transfer
U3298,48.0,Female,India,2/13/2016,Silver,3/23/2023,31.0,306.52,389.0,2818.0,Crypto
U3298,48.0,Female,India,2/13/2016,Silver,6/16/2024,17.38,340.18,202.0,369.0,Bank Transfer
U3299,73.0,Other,USA,6/27/2012,Free,11/30/2023,48.0,164.21,779.0,4118.0,Credit Card
U3299,73.0,Other,USA,6/27/2012,Free,3/23/2024,19.93,382.88,391.0,3700.0,Bank Transfer
U3300,74.0,Female,India,7/2/2011,Silver,6/16/2023,29.0,191.05,10.0,4940.0,Credit Card
U3300,74.0,Female,India,7/2/2011,Silver,5/8/2024,23.42,155.61,165.0,1535.0,Credit Card
U3301,43.0,Other,Germany,5/31/2020,Free,7/26/2023,15.0,455.97,955.0,456.0,Crypto
U3301,43.0,Other,Germany,5/31/2020,Free,10/10/2024,18.07,215.88,920.0,132.0,Bank Transfer
U3302,24.0,Female,India,8/13/2014,Free,9/18/2023,34.0,282.75,211.0,2703.0,Credit Card
U3302,24.0,Female,India,8/13/2014,Free,8/1/2024,19.95,307.46,990.0,3367.0,Credit Card
U3303,64.0,Female,Australia,7/20/2012,Gold,10/6/2023,25.0,216.65,671.0,722.0,Credit Card
U3303,64.0,Female,Australia,7/20/2012,Gold,7/14/2024,13.82,228.62,752.0,1371.0,Credit Card
U3304,43.0,Female,Canada,1/9/2018,Gold,6/25/2023,42.0,303.16,629.0,1286.0,Bank Transfer
U3304,43.0,Female,Canada,1/9/2018,Gold,8/1/2024,44.03,98.82,485.0,4533.0,Credit Card
U3305,54.0,Female,Canada,12/2/2016,Free,7/2/2023,4.0,111.09,788.0,1836.0,Credit Card
U3305,54.0,Female,Canada,12/2/2016,Free,3/8/2024,18.68,214.56,357.0,4621.0,Credit Card
U3306,31.0,Other,India,10/29/2018,Platinum,1/21/2023,50.0,294.6,324.0,4756.0,Bank Transfer
U3306,31.0,Other,India,10/29/2018,Platinum,7/9/2024,42.83,421.64,359.0,652.0,PayPal
U3307,61.0,Non-binary,India,1/18/2017,Silver,1/27/2023,20.0,253.74,888.0,2897.0,Credit Card
U3307,61.0,Non-binary,India,1/18/2017,Silver,11/29/2024,45.8,448.37,55.0,3592.0,Credit Card
U3308,24.0,Other,Canada,9/3/2021,Silver,2/6/2023,4.0,435.36,961.0,2961.0,PayPal
U3308,24.0,Other,Canada,9/3/2021,Silver,10/15/2024,40.58,465.38,82.0,2852.0,Bank Transfer
U3309,64.0,Other,India,6/23/2021,Silver,10/3/2023,36.0,426.82,430.0,945.0,Credit Card
U3309,64.0,Other,India,6/23/2021,Silver,1/11/2024,33.77,403.49,588.0,471.0,Bank Transfer
U3310,37.0,Other,Australia,8/6/2020,Gold,4/3/2023,18.0,184.77,254.0,2886.0,Bank Transfer
U3310,37.0,Other,Australia,8/6/2020,Gold,2/6/2024,19.47,256.12,344.0,3217.0,Credit Card
U3311,42.0,Male,Germany,10/16/2018,Silver,10/17/2023,45.0,259.77,666.0,4909.0,Credit Card
U3311,42.0,Male,Germany,10/16/2018,Silver,3/30/2024,18.52,497.93,890.0,1839.0,PayPal
U3312,66.0,Female,Germany,4/25/2020,Platinum,9/28/2023,19.0,328.66,344.0,4493.0,Credit Card
U3312,66.0,Female,Germany,4/25/2020,Platinum,7/18/2024,35.69,312.84,142.0,3705.0,Bank Transfer
U3313,22.0,Female,Australia,5/21/2015,Silver,11/11/2023,30.0,322.91,132.0,1346.0,Credit Card
U3313,22.0,Female,Australia,5/21/2015,Silver,6/13/2024,37.74,153.91,678.0,4376.0,Credit Card
U3314,49.0,Non-binary,Germany,6/18/2018,Platinum,11/21/2023,48.0,349.47,478.0,65.0,Credit Card
U3314,49.0,Non-binary,Germany,6/18/2018,Platinum,4/7/2024,27.36,291.34,889.0,1642.0,Bank Transfer
U3315,19.0,Male,Canada,8/3/2011,Free,7/18/2023,14.0,67.86,382.0,451.0,Credit Card
U3315,19.0,Male,Canada,8/3/2011,Free,10/30/2024,46.99,458.29,469.0,2955.0,PayPal
U3316,29.0,Male,UK,12/26/2012,Free,8/5/2023,18.0,351.57,349.0,2994.0,PayPal
U3316,29.0,Male,UK,12/26/2012,Free,12/5/2024,16.72,486.1,668.0,3717.0,Bank Transfer
U3317,63.0,Female,India,7/18/2017,Silver,10/10/2023,1.0,210.54,830.0,1586.0,Crypto
U3317,63.0,Female,India,7/18/2017,Silver,3/13/2024,27.34,359.46,465.0,3320.0,Credit Card
U3318,36.0,Other,UK,10/9/2017,Gold,8/4/2023,26.0,104.48,357.0,2402.0,Crypto
U3318,36.0,Other,UK,10/9/2017,Gold,2/6/2024,43.27,416.71,827.0,2791.0,PayPal
U3319,27.0,Non-binary,India,4/30/2012,Gold,7/1/2023,2.0,111.16,399.0,2950.0,Crypto
U3319,27.0,Non-binary,India,4/30/2012,Gold,2/9/2024,31.0,287.74,61.0,486.0,PayPal
U3320,50.0,Female,India,6/15/2019,Free,2/6/2023,6.0,44.15,150.0,2503.0,PayPal
U3320,50.0,Female,India,6/15/2019,Free,1/28/2024,19.33,228.42,506.0,3661.0,Credit Card
U3321,51.0,Male,India,3/24/2017,Gold,9/10/2023,35.0,211.58,115.0,453.0,PayPal
U3321,51.0,Male,India,3/24/2017,Gold,10/12/2024,12.14,193.05,694.0,2632.0,PayPal
U3322,40.0,Male,Australia,6/11/2013,Platinum,10/4/2023,6.0,444.92,630.0,477.0,Bank Transfer
U3322,40.0,Male,Australia,6/11/2013,Platinum,10/22/2024,42.03,148.42,396.0,3128.0,Bank Transfer
U3323,31.0,Non-binary,Germany,12/9/2020,Silver,1/25/2023,1.0,290.15,711.0,3331.0,Crypto
U3323,31.0,Non-binary,Germany,12/9/2020,Silver,4/15/2024,22.44,414.3,774.0,1739.0,PayPal
U3324,61.0,Female,Australia,2/15/2016,Gold,4/23/2023,39.0,455.01,845.0,3048.0,Crypto
U3324,61.0,Female,Australia,2/15/2016,Gold,4/15/2024,27.78,76.08,84.0,4580.0,Credit Card
U3325,51.0,Non-binary,UK,3/7/2019,Silver,8/22/2023,50.0,492.16,889.0,4652.0,Credit Card
U3325,51.0,Non-binary,UK,3/7/2019,Silver,4/3/2024,33.3,412.78,296.0,1427.0,Credit Card
U3326,38.0,Male,Canada,4/29/2014,Gold,3/12/2023,23.0,349.72,314.0,4542.0,PayPal
U3326,38.0,Male,Canada,4/29/2014,Gold,6/25/2024,20.63,478.52,580.0,876.0,Bank Transfer
U3327,45.0,Non-binary,Germany,7/2/2020,Platinum,3/20/2023,9.0,444.97,927.0,2882.0,PayPal
U3327,45.0,Non-binary,Germany,7/2/2020,Platinum,7/22/2024,49.9,398.77,452.0,3444.0,Bank Transfer
U3328,71.0,Other,Australia,10/3/2015,Silver,7/13/2023,1.0,328.94,918.0,3588.0,Crypto
U3328,71.0,Other,Australia,10/3/2015,Silver,7/16/2024,20.19,87.36,296.0,4093.0,PayPal
U3329,73.0,Other,USA,11/26/2021,Silver,5/27/2023,4.0,64.84,501.0,3043.0,Crypto
U3329,73.0,Other,USA,11/26/2021,Silver,9/26/2024,36.63,311.28,821.0,439.0,Bank Transfer
U3330,54.0,Male,India,9/19/2020,Silver,3/27/2023,22.0,217.47,954.0,2884.0,Crypto
U3330,54.0,Male,India,9/19/2020,Silver,6/23/2024,10.37,391.53,284.0,2605.0,Credit Card
U3331,23.0,Other,Australia,4/17/2013,Platinum,5/2/2023,34.0,99.38,79.0,3727.0,Bank Transfer
U3331,23.0,Other,Australia,4/17/2013,Platinum,4/12/2024,40.77,251.96,93.0,4910.0,Credit Card
U3332,47.0,Female,India,8/26/2021,Gold,9/20/2023,33.0,220.33,868.0,2251.0,Crypto
U3332,47.0,Female,India,8/26/2021,Gold,11/29/2024,33.39,80.28,429.0,2946.0,PayPal
U3333,42.0,Other,India,6/22/2014,Gold,7/23/2023,21.0,,184.0,4849.0,Bank Transfer
U3333,42.0,Other,India,6/22/2014,Gold,7/22/2024,42.15,154.9,730.0,4646.0,PayPal
U3334,23.0,Non-binary,USA,5/16/2019,Free,10/21/2023,31.0,308.41,248.0,4644.0,PayPal
U3334,23.0,Non-binary,USA,5/16/2019,Free,8/7/2024,29.42,185.75,211.0,3787.0,Bank Transfer
U3335,47.0,Other,Canada,7/20/2018,Gold,9/24/2023,39.0,313.99,892.0,2730.0,Bank Transfer
U3335,47.0,Other,Canada,7/20/2018,Gold,8/8/2024,35.5,305.24,143.0,2589.0,Credit Card
U3336,59.0,Non-binary,Germany,4/17/2019,Platinum,5/9/2023,15.0,219.16,21.0,2718.0,Bank Transfer
U3336,59.0,Non-binary,Germany,4/17/2019,Platinum,7/22/2024,28.38,395.39,345.0,2381.0,Credit Card
U3337,63.0,Non-binary,USA,1/20/2012,Gold,9/28/2023,4.0,154.85,511.0,1452.0,Credit Card
U3337,63.0,Non-binary,USA,1/20/2012,Gold,6/12/2024,31.94,414.44,854.0,2927.0,Bank Transfer
U3338,50.0,Female,Australia,6/7/2020,Free,11/20/2023,25.0,,552.0,4521.0,Crypto
U3338,50.0,Female,Australia,6/7/2020,Free,1/28/2024,34.97,222.38,293.0,2705.0,PayPal
U3339,71.0,Other,USA,1/27/2021,Silver,2/2/2023,38.0,317.08,690.0,2910.0,Bank Transfer
U3339,71.0,Other,USA,1/27/2021,Silver,11/8/2024,26.66,464.65,157.0,699.0,Bank Transfer
U3340,69.0,Non-binary,India,6/16/2021,Platinum,6/9/2023,33.0,224.77,947.0,1341.0,Bank Transfer
U3340,69.0,Non-binary,India,6/16/2021,Platinum,4/26/2024,49.76,166.04,620.0,3371.0,Credit Card
U3341,46.0,Female,Canada,4/19/2021,Gold,11/2/2023,21.0,10.63,719.0,2745.0,Credit Card
U3341,46.0,Female,Canada,4/19/2021,Gold,5/26/2024,38.05,435.94,241.0,4225.0,PayPal
U3342,70.0,Female,UK,11/2/2021,Free,7/24/2023,21.0,121.35,310.0,3469.0,Bank Transfer
U3342,70.0,Female,UK,11/2/2021,Free,2/11/2024,14.11,310.06,463.0,236.0,Credit Card
U3343,52.0,Male,Canada,12/12/2014,Platinum,2/20/2023,6.0,402.8,235.0,772.0,Bank Transfer
U3343,52.0,Male,Canada,12/12/2014,Platinum,4/5/2024,20.78,401.98,571.0,3417.0,PayPal
U3344,34.0,Male,Germany,5/10/2021,Free,4/27/2023,25.0,328.24,722.0,4981.0,Bank Transfer
U3344,34.0,Male,Germany,5/10/2021,Free,6/27/2024,38.69,228.72,900.0,742.0,Bank Transfer
U3345,68.0,Female,Germany,2/25/2016,Free,10/3/2023,43.0,256.6,513.0,283.0,Crypto
U3345,68.0,Female,Germany,2/25/2016,Free,12/2/2024,16.73,179.31,735.0,4651.0,Bank Transfer
U3346,57.0,Male,UK,8/22/2020,Platinum,3/4/2023,20.0,45.78,752.0,3779.0,Credit Card
U3346,57.0,Male,UK,8/22/2020,Platinum,2/16/2024,26.42,448.96,635.0,287.0,Bank Transfer
U3347,68.0,Non-binary,UK,4/12/2012,Gold,4/27/2023,18.0,259.99,534.0,1248.0,Bank Transfer
U3347,68.0,Non-binary,UK,4/12/2012,Gold,12/2/2024,40.5,444.86,477.0,4962.0,PayPal
U3348,72.0,Non-binary,Australia,7/25/2017,Gold,3/9/2023,9.0,24.22,506.0,1637.0,Bank Transfer
U3348,72.0,Non-binary,Australia,7/25/2017,Gold,3/17/2024,38.63,94.42,171.0,626.0,Bank Transfer
U3349,43.0,Non-binary,Australia,5/30/2013,Platinum,1/18/2023,5.0,459.37,675.0,1398.0,Crypto
U3349,43.0,Non-binary,Australia,5/30/2013,Platinum,12/12/2023,27.43,31.15,801.0,739.0,PayPal
U3350,75.0,Non-binary,Germany,9/22/2020,Platinum,1/9/2023,7.0,216.64,351.0,100.0,Crypto
U3350,75.0,Non-binary,Germany,9/22/2020,Platinum,9/13/2024,36.3,121.77,118.0,2527.0,Bank Transfer
U3351,43.0,Female,Australia,1/8/2020,Free,11/25/2023,45.0,21.67,313.0,660.0,Crypto
U3351,43.0,Female,Australia,1/8/2020,Free,5/29/2024,30.21,486.25,320.0,171.0,Credit Card
U3352,41.0,Male,Canada,1/26/2019,Platinum,2/5/2023,31.0,191.38,162.0,3402.0,Bank Transfer
U3352,41.0,Male,Canada,1/26/2019,Platinum,2/12/2024,12.62,83.31,230.0,3459.0,Bank Transfer
U3353,34.0,Female,India,11/29/2013,Gold,2/8/2023,7.0,170.81,132.0,2442.0,PayPal
U3353,34.0,Female,India,11/29/2013,Gold,7/17/2024,36.93,285.84,940.0,324.0,Credit Card
U3354,68.0,Male,UK,1/12/2021,Free,5/8/2023,18.0,52.25,918.0,4457.0,Bank Transfer
U3354,68.0,Male,UK,1/12/2021,Free,5/1/2024,24.2,476.16,40.0,1079.0,PayPal
U3355,28.0,Female,USA,3/20/2013,Platinum,10/21/2023,9.0,465.75,914.0,4477.0,PayPal
U3355,28.0,Female,USA,3/20/2013,Platinum,2/22/2024,19.32,85.79,100.0,4241.0,PayPal
U3356,24.0,Male,USA,7/17/2020,Free,2/25/2023,1.0,364.92,973.0,4280.0,Credit Card
U3356,24.0,Male,USA,7/17/2020,Free,4/17/2024,17.06,78.52,947.0,550.0,PayPal
U3357,20.0,Other,Canada,6/16/2011,Gold,5/25/2023,37.0,77.78,498.0,4720.0,Credit Card
U3357,20.0,Other,Canada,6/16/2011,Gold,8/18/2024,23.96,369.5,83.0,1404.0,Bank Transfer
U3358,61.0,Non-binary,Canada,4/4/2019,Free,4/15/2023,36.0,259.96,674.0,1810.0,PayPal
U3358,61.0,Non-binary,Canada,4/4/2019,Free,10/25/2024,26.47,305.76,968.0,1298.0,Credit Card
U3359,56.0,Other,USA,11/5/2012,Platinum,1/21/2023,29.0,57.74,71.0,840.0,Crypto
U3359,56.0,Other,USA,11/5/2012,Platinum,4/24/2024,29.64,499.93,181.0,3997.0,PayPal
U3360,19.0,Female,Canada,3/12/2015,Gold,3/30/2023,20.0,469.43,731.0,1013.0,PayPal
U3360,19.0,Female,Canada,3/12/2015,Gold,6/26/2024,31.98,451.89,888.0,3687.0,PayPal
U3361,27.0,Female,USA,2/24/2017,Free,2/1/2023,4.0,125.71,931.0,3.0,PayPal
U3361,27.0,Female,USA,2/24/2017,Free,1/16/2024,31.59,49.86,207.0,3100.0,Bank Transfer
U3362,70.0,Non-binary,USA,2/20/2016,Silver,2/3/2023,18.0,479.9,236.0,3103.0,Bank Transfer
U3362,70.0,Non-binary,USA,2/20/2016,Silver,3/2/2024,16.95,59.96,65.0,2309.0,Credit Card
U3363,66.0,Non-binary,UK,2/16/2014,Silver,10/6/2023,36.0,443.19,509.0,3036.0,Bank Transfer
U3363,66.0,Non-binary,UK,2/16/2014,Silver,6/12/2024,47.33,188.86,506.0,3002.0,Bank Transfer
U3364,18.0,Female,Germany,12/26/2012,Silver,3/16/2023,43.0,285.82,756.0,4995.0,Crypto
U3364,18.0,Female,Germany,12/26/2012,Silver,11/26/2024,25.81,204.8,621.0,1606.0,PayPal
U3365,32.0,Male,USA,6/11/2012,Gold,4/30/2023,36.0,92.83,424.0,4995.0,PayPal
U3365,32.0,Male,USA,6/11/2012,Gold,11/20/2024,18.27,479.28,691.0,2305.0,Bank Transfer
U3366,61.0,Male,Germany,12/27/2015,Gold,7/24/2023,13.0,367.2,134.0,975.0,Credit Card
U3366,61.0,Male,Germany,12/27/2015,Gold,4/21/2024,47.48,341.12,445.0,4464.0,Bank Transfer
U3367,26.0,Other,India,4/28/2014,Gold,6/18/2023,11.0,237.12,214.0,1087.0,Crypto
U3367,26.0,Other,India,4/28/2014,Gold,1/1/2024,27.6,257.83,337.0,4673.0,Credit Card
U3368,55.0,Other,Australia,8/2/2020,Gold,7/9/2023,9.0,66.79,125.0,1756.0,PayPal
U3368,55.0,Other,Australia,8/2/2020,Gold,1/21/2024,33.48,376.79,746.0,2124.0,Credit Card
U3369,69.0,Female,UK,12/5/2012,Platinum,7/29/2023,15.0,62.47,450.0,2273.0,Credit Card
U3369,69.0,Female,UK,12/5/2012,Platinum,10/1/2024,46.98,335.66,802.0,1781.0,PayPal
U3370,57.0,Non-binary,USA,4/9/2013,Gold,6/18/2023,28.0,191.38,175.0,1803.0,Bank Transfer
U3370,57.0,Non-binary,USA,4/9/2013,Gold,5/1/2024,37.36,89.32,566.0,653.0,Credit Card
U3371,47.0,Male,India,1/28/2017,Gold,7/30/2023,8.0,422.15,588.0,541.0,PayPal
U3371,47.0,Male,India,1/28/2017,Gold,1/10/2024,18.11,343.26,610.0,2134.0,PayPal
U3372,73.0,Male,India,6/14/2017,Platinum,11/14/2023,22.0,477.25,357.0,4687.0,Bank Transfer
U3372,73.0,Male,India,6/14/2017,Platinum,4/6/2024,39.41,348.72,445.0,4048.0,PayPal
U3373,65.0,Female,Canada,3/12/2022,Silver,3/20/2023,32.0,308.51,839.0,3365.0,Bank Transfer
U3373,65.0,Female,Canada,3/12/2022,Silver,1/26/2024,26.2,143.59,556.0,1885.0,PayPal
U3374,26.0,Non-binary,India,4/19/2012,Free,1/31/2023,23.0,117.26,259.0,2503.0,PayPal
U3374,26.0,Non-binary,India,4/19/2012,Free,10/20/2024,25.74,68.99,450.0,4860.0,Bank Transfer
U3375,59.0,Other,India,6/28/2018,Gold,5/6/2023,14.0,394.7,803.0,777.0,Crypto
U3375,59.0,Other,India,6/28/2018,Gold,8/14/2024,37.67,245.68,230.0,3611.0,Bank Transfer
U3376,56.0,Male,Australia,4/2/2011,Silver,9/25/2023,28.0,96.88,41.0,4235.0,PayPal
U3376,56.0,Male,Australia,4/2/2011,Silver,5/10/2024,47.73,334.39,466.0,2493.0,PayPal
U3377,43.0,Non-binary,UK,6/27/2015,Platinum,7/24/2023,18.0,386.35,830.0,274.0,Credit Card
U3377,43.0,Non-binary,UK,6/27/2015,Platinum,8/7/2024,45.95,491.44,476.0,2223.0,Bank Transfer
U3378,64.0,Other,Australia,10/10/2021,Silver,8/26/2023,43.0,135.45,725.0,4561.0,Crypto
U3378,64.0,Other,Australia,10/10/2021,Silver,4/8/2024,27.43,170.47,652.0,309.0,Bank Transfer
U3379,19.0,Other,UK,6/1/2020,Silver,6/12/2023,39.0,35.22,925.0,2219.0,Bank Transfer
U3379,19.0,Other,UK,6/1/2020,Silver,7/14/2024,37.09,49.25,813.0,2660.0,PayPal
U3380,41.0,Non-binary,UK,5/29/2012,Free,6/26/2023,31.0,403.08,413.0,2740.0,Crypto
U3380,41.0,Non-binary,UK,5/29/2012,Free,2/28/2024,19.85,438.19,821.0,4495.0,Bank Transfer
U3381,40.0,Female,Germany,4/4/2012,Free,2/25/2023,10.0,6.76,98.0,4354.0,Crypto
U3381,40.0,Female,Germany,4/4/2012,Free,9/16/2024,27.96,17.57,532.0,1884.0,Credit Card
U3382,67.0,Other,Canada,4/16/2013,Free,5/30/2023,18.0,55.28,484.0,1806.0,Bank Transfer
U3382,67.0,Other,Canada,4/16/2013,Free,4/1/2024,15.56,403.39,896.0,3549.0,PayPal
U3383,68.0,Non-binary,Australia,11/28/2012,Platinum,9/1/2023,0.0,272.32,954.0,4876.0,Credit Card
U3383,68.0,Non-binary,Australia,11/28/2012,Platinum,12/4/2024,16.7,217.17,154.0,3288.0,PayPal
U3384,62.0,Non-binary,UK,8/26/2016,Gold,1/20/2023,3.0,375.43,587.0,4610.0,PayPal
U3384,62.0,Non-binary,UK,8/26/2016,Gold,3/15/2024,47.95,81.62,948.0,2198.0,Credit Card
U3385,38.0,Female,Germany,4/25/2013,Gold,9/3/2023,13.0,281.68,436.0,1036.0,Bank Transfer
U3385,38.0,Female,Germany,4/25/2013,Gold,8/1/2024,21.31,39.27,541.0,2087.0,Bank Transfer
U3386,60.0,Other,Australia,3/11/2021,Gold,1/30/2023,47.0,78.42,374.0,566.0,PayPal
U3386,60.0,Other,Australia,3/11/2021,Gold,3/13/2024,33.96,203.3,126.0,3614.0,PayPal
U3387,36.0,Non-binary,UK,5/16/2016,Platinum,9/14/2023,37.0,477.29,978.0,4637.0,Credit Card
U3387,36.0,Non-binary,UK,5/16/2016,Platinum,11/13/2024,16.28,216.71,277.0,4421.0,Credit Card
U3388,56.0,Male,USA,11/5/2012,Silver,3/16/2023,43.0,377.9,652.0,3262.0,Bank Transfer
U3388,56.0,Male,USA,11/5/2012,Silver,1/20/2024,34.98,455.51,285.0,1614.0,Bank Transfer
U3389,61.0,Non-binary,Canada,8/22/2014,Free,5/29/2023,31.0,183.56,524.0,417.0,Bank Transfer
U3389,61.0,Non-binary,Canada,8/22/2014,Free,12/3/2024,44.95,229.66,96.0,2281.0,PayPal
U3390,32.0,Male,India,10/17/2017,Silver,5/5/2023,20.0,46.85,450.0,1654.0,Crypto
U3390,32.0,Male,India,10/17/2017,Silver,8/18/2024,18.34,419.81,910.0,3068.0,Credit Card
U3391,66.0,Female,Australia,2/20/2019,Platinum,1/17/2023,27.0,61.56,746.0,3164.0,Crypto
U3391,66.0,Female,Australia,2/20/2019,Platinum,10/23/2024,41.84,493.99,925.0,929.0,Bank Transfer
U3392,48.0,Male,India,9/20/2011,Gold,11/2/2023,21.0,296.48,13.0,1362.0,Bank Transfer
U3392,48.0,Male,India,9/20/2011,Gold,12/7/2024,19.06,93.46,898.0,3209.0,PayPal
U3393,62.0,Non-binary,Germany,8/13/2012,Gold,4/9/2023,28.0,229.86,830.0,1483.0,PayPal
U3393,62.0,Non-binary,Germany,8/13/2012,Gold,12/23/2023,12.87,127.38,600.0,513.0,Bank Transfer
U3394,57.0,Male,Canada,6/3/2019,Platinum,7/9/2023,47.0,199.02,221.0,3992.0,Bank Transfer
U3394,57.0,Male,Canada,6/3/2019,Platinum,5/12/2024,37.7,40.74,174.0,4855.0,Bank Transfer
U3395,61.0,Male,Germany,4/14/2015,Gold,1/8/2023,45.0,89.07,826.0,1103.0,Credit Card
